FID,surface,oneway,maxspeed,angle,latitude,longitude,highway,Name,area_index,count_station,count_Airbnb,count_hotel,count_POI,count_elder,elder_beds,distance_cityCenter(m),distance_Metro(m),area_park(m²),rent_price(HK$),rent_price(￥),Ave_rent_price ($),Ave_rooms,Ave_SA (m²),travel_time(mins),sky,road,sidewalk,tree,plant,building,grass,wall,earth,fence
3349,concrete,0,0,167.5566537,22.451998,114.1560747,cycleway,"Tai Po
",4,45,2,0,181,7,525,9883.401365,544.667714,121898.3407,23000,2990,22060.4255,2.3319,58.5123,59.30040819,0.058449,0.313055,0.049199,0.29448,0.01232,0.219574,0.000703,0,0.003992,0.037406
3350,asphalt,yes,0,22.11465393,22.4529929,114.1622149,secondary,"Tai Po
",4,71,6,0,225,9,689,10225.15841,246.5972959,205033.9764,22750.26144,2957.533987,21736.9919,2.3252,57.8597,61.35095046,0.171281,0.245043,0.057234,0.226508,0.000344,0.148102,0.020414,0.016957,0,0.062012
3361,asphalt,yes,0,87.86560817,22.45447648,114.1739975,tertiary,"Tai Po
",4,85,7,0,225,11,879,10915.51641,1141.800536,382587.2011,15500,2015,22205.8172,2.3213,58.2499,65.49309849,0.029543,0.283109,0.016883,0.325418,0.012867,0.133328,0.00468,0.018816,0.001648,0.090285
3553,0,0,0,60.42478363,22.4426845,114.1664376,cycleway,"Tai Po
",4,58,6,0,208,8,625,9396.009709,483.8120848,402717.2609,11000,1430,22102.6738,2.3316,58.3518,56.37605826,0.073723,0.327582,0.058559,0.395879,0.017836,0.056656,0.003418,0.010535,0.000789,0.007633
3571,0,0,0,103.4019675,22.442979,114.1694299,cycleway,"Tai Po
",4,62,6,0,218,8,625,9577.581657,222.8272854,369977.0012,16000,2080,22125.9542,2.3511,58.4948,57.46548994,0.297855,0.187988,0.124832,0.209594,0.029555,0.005395,0.001828,0.006203,0.007289,0.100457
3637,0,0,0,167.3365373,22.45341054,114.1725951,cycleway,"Tai Po
",4,83,7,0,229,11,879,10742.12536,990.797503,403083.1305,14000,1820,22205.2486,2.3232,58.3072,64.45275218,0.14225,0.228176,0.045844,0.309109,0.022898,0.100996,0,0.00025,0.128176,0.00682
3833,0,0,0,104.7354251,22.4535503,114.1606658,cycleway,"Tai Po
",4,56,5,0,221,7,525,10218.61062,293.4081574,192599.4367,22750.26144,2957.533987,21736.9919,2.3252,57.8597,61.31166373,0.143727,0.311309,0.026746,0.31775,0.008746,0.099793,0.026637,0.0185,0.043238,0.003555
3937,asphalt,yes,0,20.22565155,22.4527267,114.1656057,secondary,"Tai Po
",4,77,7,0,238,11,879,10344.54384,489.6965232,442262.1364,13500,1755,22212.1884,2.3186,58.1838,62.06726304,0.11559,0.306324,0.036141,0.119863,0.004535,0.315379,0,0,0,0.014305
4139,concrete,yes,70,269.5641902,22.34165942,114.1966207,trunk,"Wong Tai Sin
",5,149,7,2,166,24,2135,440.4130677,235.895147,666872.8175,27500,3575,23224,2.28,56.0985,2.642478406,0.144559,0.205938,0.091258,0.250504,0.00559,0.174883,0,0.003488,0,0
4159,asphalt,yes,70,90,22.3417825,114.1974765,trunk,"Wong Tai Sin
",5,146,7,1,159,24,2135,527.3170618,324.5868835,662364.8937,27333.33333,3553.333333,22941.6667,2.25,55.4941,3.163902371,0.177559,0.310363,0,0.178492,0.055758,0.138023,0.081598,0.026492,0,0.001461
4306,asphalt,yes,0,26.11047891,22.3431712,114.1986376,secondary,"Wong Tai Sin
",5,137,7,1,150,23,2060,658.1533861,462.4050644,437622.7973,13600,1768,20650,2.3333,51.4915,3.948920317,0.065816,0.25716,0.007488,0.00991,0,0.480805,0,0.00568,0,0
4336,concrete,yes,0,110.4144108,22.3398969,114.2021357,secondary,"Wong Tai Sin
",5,141,8,1,152,25,2350,1034.127988,56.3676738,513568.1,18000,2340,21873.3333,2.2667,54.1067,6.204767926,0.154148,0.279531,0.058277,0.305137,0.015754,0.112297,0,0.04077,0.000629,0.009344
4473,concrete,yes,0,176.5993388,22.3412305,114.1984539,trunk_link,"Wong Tai Sin
",5,151,7,1,159,24,2135,633.6142182,350.8490357,568405.5574,20466.66667,2660.666667,23845.1613,2.3226,57.3062,3.801685309,0.244617,0.288746,0.005457,0.220238,0,0.116348,0,0.004746,0,0.028922
4560,concrete,yes,0,9.214626926,22.3406876,114.1982319,secondary,"Wong Tai Sin
",5,158,7,2,160,24,2135,622.6627588,355.3970146,592958.6636,27500,3575,23845.1613,2.3226,57.3062,3.735976553,0.169438,0.327629,0.029605,0.222859,0,0.06393,0,1.20E-05,0,0.102605
4795,asphalt,yes,0,228.9380958,22.345795,114.1998355,secondary,"Wong Tai Sin
",5,116,7,1,136,23,2060,874.6375372,662.6532765,371957.7103,16000,2080,21163.6364,2.4545,52.3213,5.247825223,0.125211,0.278984,0.066402,0.225172,0,0.238133,0,0.001805,0,0.048781
4843,concrete,yes,0,40.70920038,22.33995221,114.2032658,secondary,"Wong Tai Sin
",5,136,8,1,151,23,2274,1146.493437,170.6953708,426485.8001,18000,2340,21873.3333,2.2667,54.1067,6.878960624,0.105137,0.322527,0.006578,0.037984,0.017262,0.34732,0,0.018953,0,0.001539
4874,asphalt,0,0,152.9652133,22.34105544,114.2030058,secondary,"Wong Tai Sin
",5,130,8,1,145,22,2016,1101.550619,182.1566754,423766.7304,18000,2340,21873.3333,2.2667,54.1067,6.609303711,0.153281,0.271465,0.097195,0.201391,0,0.235207,0.020066,0.014707,0.003781,0.001809
4972,concrete,yes,0,304.8390885,22.33591081,114.19569,residential,"Wong Tai Sin
",5,167,11,2,237,20,1879,760.3424217,645.4758137,733989.553,19000,2470,24652.7778,2.3611,59.7289,4.56205453,0,0.201805,0.102375,0,0,0.602195,0,0,0,0
5003,asphalt,yes,0,227.7123604,22.3045241,114.2534132,tertiary,"Sai Kung
",6,38,1,1,37,3,444,7537.765137,120.532564,200738.4298,18912.5,2458.625,20948.5577,2.2356,53.5255,45.22659082,0.055555,0.415391,0.021652,0.027469,0.003758,0.443891,3.10E-05,0,0,0.016918
5004,0,yes,0,73.63403775,22.32030125,114.2565487,residential,"Sai Kung
",6,69,2,0,54,10,1156,7036.831795,301.3433928,258046.6915,18900,2457,20280.5096,2.1847,52.0195,42.22099077,0.087711,0.053711,0.236301,0.280871,0.002234,0.133039,0,0.102746,0,0.064699
5200,asphalt,0,50,250.8204305,22.2980312,114.2720053,residential,"Sai Kung
",6,19,0,0,10,2,80,9097.688422,424.25225,49391.51733,20390.90909,2650.818182,21302.9268,2.3049,55.4821,54.58613053,0.444461,0.373973,0.023496,0.025469,0,0.010332,0.000578,0.009316,0.010379,0.009867
5225,asphalt,yes,70,126.6985691,22.31406977,114.2629542,trunk,"Sai Kung
",6,86,1,1,40,8,979,7904.436769,225.5564151,262842.9407,16844.44444,2189.777778,20825.2248,2.2013,53.1622,47.42662061,0.155289,0.258648,0.00527,0.006191,0,0.379117,0,0.155867,0.026207,0
5405,asphalt,yes,50,0.862940057,22.3047987,114.2614262,tertiary,"Sai Kung
",6,53,1,1,32,3,444,8223.887913,330.0529228,202182.2244,21604.67066,2808.607186,20849.0226,2.2857,54.2649,49.34332748,0.055445,0.391324,0.052234,0.112844,0.03523,0.269527,0.007637,0.000426,0,0.000711
5543,0,0,0,138.1276122,22.30494538,114.2535125,cycleway,"Sai Kung
",6,38,1,1,38,3,444,7520.714542,153.5186629,200738.4298,18828.57143,2447.714286,20948.5577,2.2356,53.5255,45.12428725,0.272938,0.096945,0.000426,0.078121,2.00E-05,0.196805,0,0.05407,0,0.013578
5668,0,0,0,226.3836766,22.377187,114.2645186,secondary,"Sai Kung
",6,18,4,0,40,1,50,8389.185311,5521.981862,22807.49647,21500,2795,21500,2,62.0592,50.33511187,0.276934,0.361676,0.007578,0.221828,0,0.065895,0,4.70E-05,2.70E-05,0.032938
5734,asphalt,yes,0,161.5871452,22.3082503,114.2581969,residential,"Sai Kung
",6,60,1,1,35,4,565,7746.034588,201.2623261,262147.9484,17276.47059,2245.941176,20751.5419,2.2335,53.2318,46.47620753,0.072387,0.375715,0.043016,0.080316,0.005203,0.416457,0,0,0,0
5743,0,yes,50,33.87095354,22.3140864,114.2581126,motorway_link,"Sai Kung
",6,87,1,1,49,8,979,7447.329903,672.47033,315575.9168,16500,2145,20755.5828,2.2065,53.1054,44.68397942,0.321652,0.388051,0.00023,0.113219,0,0.035883,0.054051,0,0,0.019637
5768,asphalt,yes,0,69.80429108,22.30786645,114.2622468,secondary,"Sai Kung
",6,63,1,1,36,4,565,8133.567417,241.6291385,262147.9484,20057.14286,2607.428571,20911.9598,2.2864,54.3511,48.8014045,0.174621,0.319613,0.041566,0.020684,0.01798,0.289457,0.000555,0.014992,0,0.007977
5779,0,yes,0,330.3566926,22.3254668,114.2588071,secondary,"Sai Kung
",6,58,1,0,45,9,1042,7086.564741,316.4019969,227203.8429,16800,2184,20765.6537,2.1908,53.1668,42.51938845,0.217941,0.343281,0.025039,0.216777,0.015547,0.029992,0.016652,0.00891,0,0.044695
5820,asphalt,yes,0,147.3344068,22.31509435,114.2659418,tertiary,"Sai Kung
",6,80,1,1,40,7,874,8146.236788,162.8388992,240897.3462,18062.5,2348.125,20846.7974,2.1983,53.1537,48.87742073,0.057668,0.20934,0.034395,0.168477,0.109285,0.32766,0,0.002805,0.012895,0.020254
5891,asphalt,yes,0,150.400932,22.31732234,114.2655043,tertiary,"Sai Kung
",6,79,1,1,47,8,979,8016.701696,223.4173593,246592.6043,17333.33333,2253.333333,20749.3987,2.196,53.0075,48.10021017,0.055465,0.297164,0.031816,0.034789,0.028828,0.409656,0.003273,0.018719,0,0
5919,0,0,0,15.69045241,22.31641697,114.2699456,cycleway,"Sai Kung
",6,58,1,0,38,5,584,8481.23737,574.721558,231005.5649,9600,1248,19331.8182,2.2955,50.4294,50.88742422,0.212844,0.298863,0.014781,0.189402,0.003375,0.125027,0.036879,0.005004,0,0.00123
5923,asphalt,yes,0,0.357440712,22.30564418,114.2587494,unclassified,"Sai Kung
",6,47,1,1,31,3,444,7938.528475,234.2147431,239005.6735,18687.5,2429.375,20745.7399,2.2332,53.2634,47.63117085,0.056188,0.306852,0.039078,0.109992,0.039363,0.274555,0.068332,0.002422,0,0.03393
6007,asphalt,yes,0,197.6008382,22.35731958,114.1302172,secondary,"Kwai Tsing
",7,114,2,3,56,29,2479,1496.555963,239.4543527,424499.56,28000,3640,17684.2857,2.3571,47.2014,8.97933578,0.198719,0.279836,0,0.121066,0,0.288234,0,0.057031,0,0.054773
6127,asphalt,yes,0,263.1675908,22.35512832,114.1269191,secondary,"Kwai Tsing
",7,93,2,1,37,19,1753,1564.531007,228.3577119,415742.1548,13500,1755,17840,2.3333,46.498,9.387186041,0.13475,0.241832,0.049117,0.044176,0.019664,0.33577,0,0,0,0.017156
6258,asphalt,yes,0,169.6534373,22.3666414,114.1349939,primary,"Kwai Tsing
",7,116,3,7,85,37,2439,1344.83855,555.2970269,267619.9661,12866.66667,1672.666667,17712.8571,2.3571,47.5132,8.069031301,0.061609,0.432559,0.009234,0.056625,0,0.389371,0,0,0,0.00232
6360,asphalt,yes,0,238.4070179,22.3475923,114.1113247,primary,"Kwai Tsing
",7,49,1,3,35,3,247,2569.777247,1260.737654,447275.6258,14550,1891.5,19202.9655,2.1241,49.2911,15.41866348,0.310465,0.246586,0.000164,0.186047,0,0.091902,0,0.101992,0.003781,0.001668
6489,asphalt,0,0,11.58002732,22.354395,114.1061078,residential,"Kwai Tsing
",7,63,1,2,58,6,475,2271.488543,462.5021011,669403.4198,15225,1979.25,19115.8125,2.1375,49.3576,13.62893126,0.081758,0.302555,0.018367,0.244191,0.016379,0.272395,0.006566,0.006211,3.90E-05,0.045566
6530,0,0,0,357.5179108,22.34865162,114.1274299,tertiary,"Kwai Tsing
",7,64,1,1,25,6,790,2268.292252,145.5746065,587687.3757,14600,1898,18021.5385,2.3077,46.1585,13.60975351,0.247465,0.270391,0.031176,0.189656,0.003219,0.209105,0.022449,0.006449,0,0.017805
6680,asphalt,yes,0,19.13116201,22.35784201,114.1302061,secondary,"Kwai Tsing
",7,115,1,3,57,28,2233,1448.288828,254.297632,424499.56,28000,3640,17684.2857,2.3571,47.2014,8.689732965,0.068176,0.23543,0.014906,0.031039,0.086129,0.448422,0.007457,0.015762,0.000141,0.088305
6734,asphalt,yes,0,12.93925881,22.35032365,114.1255266,trunk_link,"Kwai Tsing
",7,66,1,1,26,9,974,2046.328122,218.0097759,399355.2112,14600,1898,18389.0909,2.3636,46.84,12.27796873,0.198992,0.317707,0.006125,0.124371,0.01284,0.154805,0,0.012145,0,0.008738
6800,asphalt,no,0,101.3971612,22.3612528,114.1051821,secondary,"Kwai Tsing
",7,68,4,2,68,9,666,1919.058664,392.9891617,374595.8103,19833.33333,2578.333333,19781.2308,2.1538,50.5354,11.51435198,0.126781,0.29034,0.060543,0.158457,0.005562,0.242324,0.033484,8.00E-06,0,0
6961,0,0,0,293.1707818,22.36219721,114.1015915,tertiary,"Kwai Tsing
",7,62,1,1,50,7,550,2224.947601,734.7792955,365374.233,16666.66667,2166.666667,19871.9372,2.1885,50.8894,13.34968561,0.156113,0.296113,0.014293,0.218078,0.007031,0.149512,0.010531,0.015016,0,0.013117
7089,asphalt,yes,0,231.7420048,22.2484606,114.1522766,primary_link,"Southern
",8,67,12,4,138,13,1180,4916.862829,738.2659417,102012.8936,18650,2424.5,21809.7561,2.2683,52.0914,29.50117697,0.101094,0.308672,0.028641,0.237805,0.025387,0.181652,4.70E-05,0.010387,0.000137,0.036918
7092,0,no,0,310.7450161,22.24070183,114.1597661,residential,"Southern
",8,64,5,3,110,9,787,5132.112404,399.9674672,90902.89211,25200,3276,22241.0256,2.2821,52.8523,30.79267442,0.10659,0.351988,0.005445,0.02118,0,0.426898,0.01852,0.006316,0,0.001148
7170,asphalt,0,0,180.6043775,22.2433291,114.157874,tertiary,"Southern
",8,74,12,6,130,13,1283,4992.712251,229.4942897,90902.89211,21833.33333,2838.333333,22241.0256,2.2821,52.8523,29.95627351,0.02966,0.235109,0.055582,0.351023,0.00625,0.09682,0.016215,0.004617,0.01443,0.040168
7200,concrete,yes,0,266.5145354,22.249267,114.1556395,unclassified,"Southern
",8,74,12,6,152,13,1283,4616.076386,804.7065494,90902.89211,15225,1979.25,21809.7561,2.2683,52.0914,27.69645831,0.030367,0.333453,0.075008,0,0.006312,0.516598,0,0,0,0.001742
7381,asphalt,yes,0,112.4583407,22.2434813,114.1576153,tertiary,"Southern
",8,74,12,6,131,13,1283,4994.048591,221.5788129,90902.89211,21833.33333,2838.333333,22241.0256,2.2821,52.8523,29.96429154,0.132664,0.273523,0.047535,0.139027,3.90E-05,0.220586,0,0.016598,0.000191,0.00127
7481,0,0,0,329.8200756,22.25197801,114.184026,residential,"Southern
",8,39,0,1,36,3,361,3157.629184,998.8264415,12265.32347,106000,13780,70000,4,152.1751,18.9457751,0.068023,0.245516,0.043648,0.210715,0.001242,0.290781,7.00E-05,0.068844,0.001918,0.013695
7591,asphalt,0,0,278.1914593,22.2595378,114.1364008,tertiary,"Southern
",8,59,0,2,62,4,208,5551.015004,2284.64754,67723.77583,15500,2015,33970.5882,2.4118,71.3714,33.30609002,0.001734,0.192773,0.000133,0.527254,0,0.050395,0,0.000164,0.152383,0.016547
7614,asphalt,yes,0,279.9631937,22.24300584,114.1480446,tertiary,"Southern
",8,63,9,3,114,14,1244,5655.602246,108.3387497,98964.83635,20570.58824,2674.176471,20592.5,2.225,50.1746,33.93361348,0.056941,0.331289,0.051902,0.105824,0.000418,0.40927,0,0.002793,0,0.008793
7620,asphalt,yes,70,284.2973741,22.24867547,114.148068,primary,"Southern
",8,86,12,3,135,16,1324,5210.775121,685.1411838,98964.83635,11500,1495,20315.5556,2.2222,49.8765,31.26465073,0.183043,0.376027,0.025066,0.120246,0,0.108461,0,0.001324,0.000168,0.004289
7715,asphalt,0,0,2.132270263,22.26125528,114.133851,secondary,"Southern
",8,62,0,2,62,4,208,5717.363236,2271.093317,53871.36696,52200,6786,36713.3333,2.4667,75.9203,34.30417941,1.20E-05,0.201414,0.094801,0.489551,0.007152,0.037484,0,0.110852,0,0
7835,0,yes,0,118.8821245,22.2454569,114.1646087,residential,"Southern
",8,62,5,5,127,11,1072,4426.751009,452.6301416,89528.01752,70500,9165,24440,2.3333,54.7013,26.56050605,0.015582,0.185238,0.025684,0.299168,0.024723,0.099691,0.121418,0.011758,0.011648,0.034922
7870,asphalt,0,0,269.5946966,22.24860333,114.1438682,tertiary,"Southern
",8,78,8,3,126,14,1138,5542.726187,852.5014665,86445.96845,13400,1742,23823.2558,2.2791,55.2751,33.25635712,0.10818,0.327312,0.007582,0.419098,0,0.039523,0,4.70E-05,0.075809,0.012707
8015,asphalt,yes,0,144.7275397,22.28006177,114.2200081,tertiary,"Eastern
",9,71,3,1,370,11,647,3559.821328,291.3398975,245790.1099,20623.63057,2681.071975,22643.0854,2.2112,54.8967,21.35892797,0.03766,0.274805,0.000887,0.265598,0.0075,0.292129,0.000453,0.019184,0.000949,0.082617
8037,concrete,yes,0,275.4131623,22.2845944,114.2129869,secondary,"Eastern
",9,66,5,2,326,4,153,2851.45846,345.8971392,276297.2704,53000,6890,22916.2778,2.206,54.2472,17.10875076,0.036496,0.363316,0.011223,0.002055,0,0.498145,0,0,0,0
8063,asphalt,yes,0,174.9288715,22.2836249,114.2135887,tertiary_link,"Eastern
",9,64,4,2,329,8,315,2902.814975,304.0814531,271958.8031,19260,2503.8,22870.0047,2.2051,54.0249,17.41688985,0.057988,0.195551,0.127109,0.052359,0.010398,0.346555,0,0.025512,0.004188,0.040484
8119,concrete,yes,0,93.60790495,22.2847534,114.2146168,secondary,"Eastern
",9,64,4,2,330,9,415,3020.336194,178.6391561,279951.0476,24428.57143,3175.714286,22870.0047,2.2051,54.0249,18.12201716,0.064156,0.367527,0.055168,0.00593,0,0.441141,0.000273,3.50E-05,0,0.026082
8186,0,yes,0,39.96939329,22.2883179,114.1915275,residential,"Eastern
",9,110,103,30,662,9,248,968.7860359,190.3978234,290345.9834,8800,1144,22663.5385,2.1731,52.4548,5.812716215,0,0.18493,0.076594,0.076996,0.017,0.552629,0.00191,3.10E-05,0,0.001832
8205,asphalt,yes,0,44.19319681,22.284443,114.2231382,tertiary,"Eastern
",9,72,3,1,349,11,647,3891.023461,324.2262163,315170.1761,23138.70588,3008.031765,22643.0854,2.2112,54.8967,23.34614077,0.048547,0.281766,0.036289,0.067066,0.004152,0.432844,0.001629,0.000297,0,0.011047
8224,asphalt,yes,70,326.855321,22.283878,114.2219171,motorway,"Eastern
",9,71,3,1,360,11,647,3760.901513,252.216321,315170.1761,20033.33333,2604.333333,22643.0854,2.2112,54.8967,22.56540908,0.185723,0.264961,0,0.093672,0,0.302691,0.000293,0.057371,0,0.028824
8233,concrete,yes,0,77.547125,22.2915782,114.1965577,secondary,"Eastern
",9,87,30,24,411,9,248,1586.86336,436.5903005,295211.4528,21198.91139,2755.858481,22556.9412,2.1725,52.382,9.52118016,0.026395,0.297902,0.044367,0.00359,0.00223,0.595371,0,0,0,0
8253,concrete,yes,0,257.8964202,22.2917918,114.2036314,secondary,"Eastern
",9,84,22,12,428,9,248,2182.402842,302.512976,181718.8062,18600,2418,22646.171,2.1784,52.4584,13.09441705,0.06693,0.15948,0.093238,0.088488,0.001625,0.305711,0,0.011535,0,0
8254,concrete,yes,0,350.8126299,22.29223343,114.2000529,tertiary,"Eastern
",9,87,31,20,419,9,248,1906.293863,138.8153244,307059.3789,12616.66667,1640.166667,22556.9412,2.1725,52.382,11.43776318,0.126594,0.348977,0.012691,0.027941,0.003969,0.40982,0.000137,0.000473,0,0
8315,asphalt,0,0,24.50697992,22.28265399,114.1929099,tertiary,"Eastern
",9,136,110,32,749,12,531,771.9398801,110.4798306,280146.8146,37583.33333,4885.833333,23876.6065,2.2094,54.7712,4.631639281,0.040047,0.261664,0.004488,0.179902,0.00027,0.323492,0,0.027789,0.009047,0.091527
8352,asphalt,yes,70,359.6742074,22.28567667,114.221174,motorway,"Eastern
",9,72,4,1,361,11,647,3703.445041,462.8701453,306014.1057,24250,3152.5,22571.9841,2.2091,54.7165,22.22067024,0.105762,0.197906,0.009402,0.074301,0.004,0.387809,0.002746,0.134555,0.068098,0
8471,concrete,yes,0,40.15952835,22.2881004,114.1932663,tertiary,"Eastern
",9,113,71,29,576,9,248,1076.01547,56.13688174,280112.3202,36433.33333,4736.333333,22903.1179,2.1787,52.8717,6.456092819,0.029512,0.23816,0.094582,0,0,0.557789,0,0,0,0.000234
8532,asphalt,0,0,116.6628836,22.28448898,114.2185862,residential,"Eastern
",9,72,4,2,370,11,647,3424.132595,231.52482,236134.992,32625,4241.25,22571.9841,2.2091,54.7165,20.54479557,0.01807,0.44175,0.064699,0.151082,0.009562,0.267023,0,0.026434,0,0.000316
8549,asphalt,yes,70,148.2971804,22.28404061,114.222097,motorway,"Eastern
",9,70,3,1,358,11,647,3780.642216,268.0872952,315170.1761,20033.33333,2604.333333,22643.0854,2.2112,54.8967,22.6838533,0.145359,0.351578,0,0.045688,0,0.332312,0,0.023602,0.012355,0.018414
8568,concrete,yes,0,205.2712076,22.2805714,114.2239656,unclassified,"Eastern
",9,71,2,1,332,11,647,3965.22375,209.1796916,288054.4698,17460,2269.8,22646.9195,2.2125,54.9265,23.7913425,0.01457,0.308207,0.03723,0.013121,0,0.592039,0,0,0,0.001887
8632,asphalt,yes,0,314.5580805,22.28728887,114.2228771,residential,"Eastern
",9,68,3,1,343,11,647,3902.501647,630.1038874,306014.1057,19166.66667,2491.666667,22586.5601,2.2109,54.7757,23.41500988,0.18643,0.27468,0.007398,0.184383,0.007402,0.123348,0.001992,0.023867,0,0.00768
8646,asphalt,yes,0,216.9241027,22.2862793,114.2200109,tertiary,"Eastern
",9,69,4,2,364,11,647,3593.511592,420.7811114,236134.992,27775,3610.75,22571.9841,2.2091,54.7165,21.56106955,0.01152,0.210336,0.155602,0.137133,0.027699,0.309176,0.000785,0.000227,0,0.009395
8648,asphalt,yes,0,320.4660577,22.2883566,114.2169669,motorway_link,"Eastern
",9,57,4,2,305,7,308,3327.442604,419.9118778,275535.4645,32166.66667,4181.666667,22841.6636,2.2033,53.9677,19.96465563,0.36966,0.265543,0.012074,0.146688,0.004062,0,0,0.145125,0.007945,0
8676,concrete,yes,0,50.5994036,22.28151464,114.2232931,unclassified,"Eastern
",9,72,2,1,341,11,647,3894.280392,104.9856204,288054.4698,18500,2405,22646.9195,2.2125,54.9265,23.36568235,0.079844,0.325352,0.055125,0.064148,0,0.350543,0,0.001297,0,0
