FID,surface,oneway,maxspeed,angle,latitude,longitude,highway,Name,area_index,count_station,count_Airbnb,count_hotel,count_POI,count_elder,elder_beds,distance_cityCenter(m),distance_Metro(m),area_park(m²),rent_price(HK$),rent_price(￥),Ave_rent_price ($),Ave_rooms,Ave_SA (m²),travel_time(mins),sky,road,sidewalk,tree,plant,building,grass,wall,earth,fence
13308,paved,yes,0,159.5083402,22.31936968,114.1745489,residential,"Kowloon City
",14,201,472,44,835,28,1882,251.7404692,331.5840551,180089.4195,14500,1885,23164.5491,2.2543,58.2072,1.510442815,0.014391,0.002527,0.109586,0.006355,0,0.642082,0,0.023316,0,0.032566
13314,asphalt,0,50,124.9998333,22.3066369,114.1896261,residential,"Kowloon City
",14,89,8,14,263,10,926,2195.280746,187.0884408,153196.5875,20166.66667,2621.666667,22022.2222,2.2549,56.5336,13.17168447,0.034121,0.314707,0.08041,0.076422,4.00E-06,0.433512,0,0.01518,0,0.029848
13333,asphalt,yes,0,25.17110921,22.32431468,114.1885903,primary,"Kowloon City
",14,148,23,6,264,31,2467,1793.574974,1329.097862,471346.7903,16500,2145,23214.6893,2.2655,58.7766,10.76144984,0.197105,0.269215,0.056836,0.049934,0,0.284684,0,0,0,0.00707
13335,asphalt,yes,50,268.8426606,22.3150286,114.1775448,trunk_link,"Kowloon City
",14,220,624,49,970,27,2104,685.9737419,733.0993366,196226.6548,27600,3588,22926.1779,2.227,58.1368,4.115842451,0.07252,0.337711,0.066555,0.140613,0.02532,0.256129,0,0.005832,0,0.033012
13453,asphalt,yes,50,178.7933579,22.32669522,114.1784219,trunk_link,"Kowloon City
",14,213,282,13,668,32,2314,1067.334597,818.9339134,529096.0345,35000,4550,23314.1104,2.2761,58.7609,6.404007581,0.094367,0.234977,0,0,0.04991,0.499504,0,0.061227,0.00173,1.20E-05
13470,asphalt,0,0,161.8338301,22.3199666,114.1732154,residential,"Kowloon City
",14,207,481,41,856,36,2470,151.8866722,205.4003293,184358.172,17000,2210,22522.5767,2.2646,56.3911,0.911320033,0.035566,0.217711,0.054699,0.156457,0,0.309391,0,0.00057,0.003797,0.196371
13497,0,yes,0,159.6328517,22.31869822,114.1740589,residential,"Kowloon City
",14,200,485,45,864,31,2178,202.0411636,368.5109185,188042.5511,17000,2210,22938.7616,2.2442,57.5939,1.212246982,0,0.273492,0.045809,0,0,0.638992,0,0,0,0.000121
13514,0,0,0,304.3996912,22.3198541,114.1804658,residential,"Kowloon City
",14,225,407,26,764,25,2074,863.3957405,841.4946224,318402.4637,23866.66667,3102.666667,22895.679,2.2407,58.3098,5.180374443,0.082035,0.163688,0.083668,0.075531,0,0.429691,0,0.064668,0,0.098473
13525,asphalt,yes,50,183.3363748,22.32620153,114.1784747,trunk_link,"Kowloon City
",14,210,283,13,693,31,2322,1027.884217,787.3677892,509884.8214,27166.66667,3531.666667,23314.1104,2.2761,58.7609,6.167305304,0.14707,0.151375,0,0.005922,0.005637,0.44716,0,0.112363,0,0.080598
13602,asphalt,yes,50,213.780369,22.30443827,114.1880671,secondary,"Kowloon City
",14,86,14,22,326,5,464,2193.365297,176.4388762,152759.7674,21266.66667,2764.666667,21788,2.16,53.1479,13.16019178,0.054879,0.300297,0.007125,0.022184,0.010328,0.441461,0.049145,0.002875,0,0.021078
13645,0,0,0,202.663355,22.31374144,114.1899793,residential,"Kowloon City
",14,121,18,11,295,17,1607,1930.065335,886.9824409,160853.8823,17750,2307.5,23121.1765,2.2882,58.6874,11.58039201,0.07577,0.315957,0.008727,0.230883,0.001613,0.203973,0,0.000207,0,0.014961
13678,0,yes,0,179.2559716,22.31721855,114.1869786,residential,"Kowloon City
",14,160,23,10,335,24,2122,1542.84898,970.6888599,161549.5325,13000,1690,22977.7143,2.2629,58.5151,9.25709388,0.044133,0.205145,5.10E-05,0,0,0.566465,0,0,0,0
13680,0,0,0,96.64878791,22.3069424,114.1890507,unclassified,"Kowloon City
",14,95,8,14,278,11,974,2127.022373,230.4004122,157040.7909,22500,2925,22370.3226,2.271,57.4572,12.76213424,0.248082,0.296281,0.011109,0.072879,0,0.229551,0.00098,0,0,0.038734
13705,asphalt,yes,0,206.6943673,22.34184079,114.1831579,tertiary,"Kowloon City
",14,110,16,1,106,11,787,948.7181918,613.4289143,796546.0301,30000,3900,24890.4672,2.3033,58.1436,5.692309151,0.090902,0.273164,0.046016,0.181527,0,0.32593,0,0.006434,0,0.016176
13896,concrete,yes,0,258.8726154,22.32696445,114.1854831,secondary,"Kowloon City
",14,161,38,9,282,29,2304,1631.805235,1258.702959,617133.1885,62000,8060,23314.1975,2.2963,58.9556,9.790831413,0.095898,0.378039,0.050051,0.084414,0.000297,0.342312,0,0.030652,0,0.007973
14019,asphalt,yes,50,225.1736261,22.3828151,114.1882101,trunk_link,"Sha Tin
",15,65,2,2,84,12,1155,4535.36395,43.86106986,336897.3104,21750,2827.5,16545.1613,2.129,41.7224,27.2121837,0.038539,0.277078,0.047859,0.072168,0,0.414363,0,0.037734,0.001,0.083363
14077,0,0,0,159.6472704,22.37208599,114.1739752,residential,"Sha Tin
",15,65,3,0,52,8,590,3828.462079,487.5172528,55198.94914,17500,2275,20543.5,2.1643,53.9946,22.97077247,0.023508,0.25366,0.126312,0.331262,0,0.184262,0.000914,0,0,0.018289
14091,asphalt,yes,50,211.3724959,22.38088091,114.1867313,trunk,"Sha Tin
",15,82,3,2,85,11,951,4339.912425,260.2604639,342421.6587,19083.33333,2480.833333,17493.75,2.1875,45.0144,26.03947455,0.120914,0.279273,0,0.066777,0,0.283004,0,0.00802,0.000422,0.149188
14127,0,yes,50,10.96357021,22.41151738,114.2232808,tertiary,"Sha Tin
",15,41,0,1,33,2,133,8326.295448,344.1157765,189934.663,17160,2230.8,24327.2727,2.2727,59.8887,49.95777269,0.168168,0.203242,0.124301,0.110094,0.046438,0.29098,0.002746,0.010188,0.00023,0.029527
14155,0,0,0,142.1773267,22.3703965,114.1794169,cycleway,"Sha Tin
",15,74,3,0,75,9,658,3411.454535,290.9967653,168120.166,24000,3120,20443.557,2.1611,53.1305,20.46872721,0.182402,0.327656,0.017457,0.142828,0.018887,0.191617,0.015461,0.025199,0,9.80E-05
14265,0,0,0,9.877035091,22.4195004,114.2261908,cycleway,"Sha Tin
",15,47,0,1,63,2,133,9257.882479,190.9886486,277784.6367,22000,2860,24373.3333,2.3333,60.0897,55.54729488,0.077867,0.335582,0.000539,0.147887,0.024605,0.288457,0.006406,0.061969,0,0.001922
14359,0,yes,0,54.54626642,22.4278504,114.2432436,tertiary,"Sha Tin
",15,27,0,0,60,2,251,10850.96418,163.3763501,142527.6449,23071.42857,2999.285714,24034.6154,2.2308,68.6482,65.10578509,0.003402,0.367938,0.054488,0.137121,0.001312,0.39348,8.00E-06,0,0,0.017152
14390,0,yes,50,119.6380312,22.3716779,114.1788111,primary,"Sha Tin
",15,74,3,1,72,9,658,3566.450347,138.7426607,168120.166,28000,3640,20443.557,2.1611,53.1305,21.39870208,0.208109,0.419988,0.013039,0.039141,0,0.240836,0.016262,1.60E-05,0.001672,0.01134
14414,asphalt,yes,0,312.660918,22.3808689,114.1941981,primary,"Sha Tin
",15,87,2,2,79,13,1235,4303.757606,451.2684982,379346.889,14166.66667,1841.666667,21380.8029,2.2259,53.3635,25.82254564,0.357832,0.400871,0.006223,0.046242,0,0.086297,0,0.003781,0,0.039523
14425,0,yes,0,318.9943311,22.4224566,114.2287434,residential,"Sha Tin
",15,43,0,1,76,2,133,9660.831018,405.0006112,227755.6808,29860,3881.8,24373.3333,2.3333,60.0897,57.96498611,0.025043,0.273172,0.115773,0.065289,0.031145,0.458707,0,0.007996,0,3.90E-05
14488,0,yes,0,108.8933771,22.4278504,114.2432436,tertiary_link,"Sha Tin
",15,27,0,0,60,2,251,10850.96418,163.3763501,142527.6449,23071.42857,2999.285714,24034.6154,2.2308,68.6482,65.10578509,0.006816,0.364105,0.065691,0.144125,0.000555,0.386059,0.000285,0,0.002852,0.004398
14579,0,0,0,259.855923,22.36837478,114.1811781,cycleway,"Sha Tin
",15,68,3,0,69,9,658,3135.485411,567.8024689,165965.1936,19646.99346,2554.10915,20400.6207,2.1655,53.4884,18.81291247,0.091543,0.352844,0.063176,0.216531,0.00509,0.173871,4.00E-06,0.035957,0,0.011387
14641,0,yes,0,52.2656743,22.38193121,114.202874,tertiary,"Sha Tin
",15,90,1,3,56,11,1041,4547.931208,167.3777064,403863.4546,15666.66667,2036.666667,21386.78,2.227,53.4177,27.28758725,0.041668,0.296574,0.007016,0.016559,0.000578,0.463422,0,0.000352,0,0.051277
14738,paved,0,0,127.1226769,22.42951822,114.2092925,cycleway,"Sha Tin
",15,20,0,0,60,0,0,9842.433231,1768.146602,51890.35224,14650,1904.5,27247.8261,2.6957,77.1862,59.05459938,0.178445,0.323473,0.008625,0.112211,0.012461,0.253605,0.035059,0.017805,0,0.041047
14854,0,yes,0,272.3975303,22.42422144,114.2298464,primary_link,"Sha Tin
",15,44,0,1,76,2,133,9885.051362,205.2986318,227755.6808,19757.14286,2568.428571,25338.8889,2.4444,66.5134,59.31030817,0.112633,0.212703,0.010617,0.058234,0,0.342945,0.000406,0,0.010168,0.01609
14876,0,yes,0,190.0109559,22.3953121,114.1977853,residential,"Sha Tin
",15,46,0,1,96,4,259,5925.345662,46.24477324,357969.6715,24356.52174,3166.347826,21491.8328,2.232,53.7005,35.55207397,0.119406,0.2565,0.030762,0.078664,0.012395,0.313168,1.60E-05,0.115211,0.015809,0.016633
14892,0,yes,0,301.9247481,22.4252228,114.22797,residential,"Sha Tin
",15,43,0,1,73,2,133,9914.142916,388.9375752,274747.0629,20000,2600,26050,2.3333,62.005,59.4848575,0.07343,0.219359,0.000898,0.030336,0.000238,0.472863,0,0.00043,0,0.003496
14918,0,yes,0,253.795127,22.42657869,114.2339316,residential,"Sha Tin
",15,42,0,1,75,2,133,10293.57906,297.6139923,205227.6353,20033.33333,2604.333333,25913.7931,2.2414,69.0718,61.76147437,0.06191,0.367609,0.019918,0.057613,0.036734,0.418879,0.001035,0.000395,0,0.002992
15104,0,yes,0,11.10270809,22.30813697,114.0159676,tertiary,"Island
",16,20,0,1,27,0,0,12815.66519,2946.165821,46180.87667,28833.33333,3748.333333,25260,2.6,72.1113,76.89399117,0.14273,0.043629,0.356574,0.042324,0.011371,0.27366,7.00E-05,0.001621,0,0
15219,0,0,0,211.589652,22.2894242,113.9390817,cycleway,"Island
",16,52,0,4,65,3,205,20789.71959,231.4431663,172108.7812,18714.28571,2432.857143,21065.0352,2.326,57.4186,124.7383175,0.184648,0.323582,0.007902,0.093934,0,0.237762,0,0.004504,0.011668,0.035277
15371,0,0,0,43.95654036,22.29281188,113.9525965,residential,"Island
",16,25,0,3,34,3,255,19370.33141,1225.959736,137802.1277,22018.8141,2862.445833,21065.0352,2.326,57.4186,116.2219885,0.297668,0.400293,0,0.122387,0.011465,0.028945,0.031777,0.001852,0.00043,0.065297
15463,asphalt,0,0,262.9587751,22.29354189,113.9413358,cycleway,"Island
",16,46,0,4,59,4,275,20389.19791,472.1606692,175349.8722,15000,1950,21065.0352,2.326,57.4186,122.3351875,0.213578,0.316219,0.010543,0.236496,0.006715,0.01068,0.105469,0,0.008746,0.013316
15571,0,yes,0,355.7833263,22.30737015,114.0162866,tertiary,"Island
",16,21,0,1,35,0,0,12832.27658,3008.164248,46180.87667,28833.33333,3748.333333,25260,2.6,72.1113,76.99365945,0.238168,0.412164,0.038125,0.006152,0.001598,0.1785,0.002133,0.012094,0,0
15715,asphalt,yes,0,314.4348693,22.2925528,113.9510916,residential,"Island
",16,30,0,3,38,3,255,19522.56846,1070.068161,147220.014,21764.66867,2829.406928,21065.0352,2.326,57.4186,117.1354108,0.156266,0.395574,0.026711,0.12132,0.027777,0.221312,0.001656,0.016547,0.004027,0
15757,asphalt,0,0,101.5885161,22.2909992,113.9444457,tertiary,"Island
",16,41,0,4,60,4,275,20215.11417,374.0849145,175349.8722,16300,2119,21065.0352,2.326,57.4186,121.290685,0.055109,0.280793,0.066645,0.286727,0.01166,0.205496,0.000344,0.001086,0.081512,0.002582
15849,asphalt,0,50,351.0648123,22.29570969,113.952,residential,"Island
",16,22,0,3,30,2,145,19289.26073,1310.726992,130821.6018,22876.47059,2973.941176,21084.139,2.3274,57.3557,115.7355644,0.29207,0.308707,0.01693,4.00E-06,1.20E-05,0.208918,0.000145,0.005023,0.009793,0.157086
15982,asphalt,yes,0,262.8428177,22.29305916,113.949683,residential,"Island
",16,30,0,3,38,3,255,19629.65319,957.941461,173257.2401,21499.62644,2794.951437,21065.0352,2.326,57.4186,117.7779191,0.199988,0.260488,0.006191,0.197301,0.065152,0.133375,0.000188,0,0.051109,0.082445
16096,asphalt,yes,0,95.98923115,22.336559,114.143829,primary,"Sham Shui Po
",17,99,3,0,178,5,278,1365.521611,409.663835,245798.0646,24800,3224,23095.4745,2.3504,57.2452,8.193129664,0.161727,0.346055,0.032117,0.183359,0.002266,0.045941,0.00432,0,0,0.062043
16114,concrete,yes,0,310.1261484,22.3290186,114.1665742,residential,"Sham Shui Po
",17,256,336,20,794,48,2948,1125.855595,384.9114767,364153.3034,19800,2574,21637.6812,2.1787,51.19,6.755133569,0.107477,0.36357,0.007844,0.030324,0.019625,0.399672,0,0.003086,0,0.00716
16212,asphalt,yes,0,340.6322104,22.3341475,114.1505349,tertiary,"Sham Shui Po
",17,150,35,2,318,19,1016,629.6692285,428.7091365,351929.4415,19383.33333,2519.833333,22292.7148,2.2405,54.1069,3.778015371,0.185836,0.30177,0.004754,0.002305,0,0.356379,3.50E-05,0.018742,0,0.003516
16265,asphalt,yes,100,313.5316533,22.32574229,114.1541763,motorway,"Sham Shui Po
",17,150,58,12,367,34,1937,840.5238439,87.62065666,232994.8297,22349.47222,2905.431389,22511.8533,2.2044,52.7805,5.043143063,0.25259,0.354738,0.006105,0,0,0.27952,0,0.01641,0,0.082309
16304,asphalt,yes,0,132.1492441,22.32751933,114.15873,trunk_link,"Sham Shui Po
",17,217,147,17,612,42,2369,649.274037,523.8586578,321864.778,13800,1794,22521.9779,2.208,52.8207,3.895644222,0.121277,0.384547,0,0.12709,0,0.156316,0,0.035879,0,0.004508
16313,asphalt,yes,0,220.5042034,22.32691268,114.1567168,secondary,"Sham Shui Po
",17,188,115,14,520,42,2369,675.6657831,317.5762147,240904.4184,22349.47222,2905.431389,22521.9779,2.208,52.8207,4.053994698,0.126273,0.358426,0.017188,0.124105,0.003914,0.276863,0.002043,0.000641,0,0.006059
16330,concrete,0,0,33.78308069,22.34090891,114.1731252,residential,"Sham Shui Po
",17,100,25,3,171,18,1405,1920.820191,517.5529382,507628.8522,41000,5330,24363.8729,2.2712,57.0999,11.52492114,0.11623,0.163164,0.246633,0.278617,0,0.186691,0.00116,0.00177,0,0
16336,asphalt,yes,70,131.335988,22.32890569,114.156852,trunk,"Sham Shui Po
",17,217,63,14,536,41,2300,455.9327255,429.0136388,320806.8742,12800,1664,22552.6786,2.2098,52.8664,2.735596353,0.227258,0.326645,0.00034,0.016023,3.90E-05,0.384828,0.004527,0.017547,0,0
16378,asphalt,yes,70,311.5814458,22.32958097,114.1558751,trunk,"Sham Shui Po
",17,200,61,10,507,40,2240,385.7361751,419.2865865,197864.1148,12800,1664,22365.1786,2.1964,52.5354,2.314417051,0.189367,0.33857,0.000152,0.048746,0.010793,0.286277,0.004902,0.053148,0,0.000812
16414,concrete,yes,0,309.7390574,22.33046467,114.157988,primary,"Sham Shui Po
",17,227,64,13,575,44,2705,319.8430024,465.2243822,277322.1382,12800,1664,22347.5113,2.1946,52.5007,1.919058015,0.175449,0.31566,0,0.201156,0.000172,0.084672,8.00E-06,0.021367,0,0.013363
16420,concrete,yes,70,112.3719415,22.341877,114.166628,trunk,"Sham Shui Po
",17,129,25,2,311,23,1435,1430.793906,1137.124635,161020.6579,30500,3965,24196.1417,2.2583,56.6592,8.584763434,0.221703,0.390297,0.000434,0.185906,0,0.006652,0.000277,0,0,0.105457
16488,asphalt,yes,70,274.3049646,22.3419198,114.1659674,trunk,"Sham Shui Po
",17,130,24,2,313,24,1479,1385.445959,1157.044831,156646.7673,30500,3965,24196.1417,2.2583,56.6592,8.312675754,0.263258,0.316203,0.001195,0.280652,0,0.01707,0,5.50E-05,0.03027,0.039633
16508,asphalt,0,0,117.9543437,22.34237894,114.1669818,unclassified,"Sham Shui Po
",17,123,23,2,301,21,1379,1495.523069,1093.933775,151819.122,30500,3965,24196.1417,2.2583,56.6592,8.973138412,0.045301,0.188461,0.067434,0.271828,0.01627,0.219859,0,0.005758,0,0.152211
16621,asphalt,0,0,184.2485297,22.33245159,114.1754234,secondary,"Sham Shui Po
",17,198,69,7,393,23,1677,1523.729016,507.1272333,517748.9799,25000,3250,25115.1328,2.2812,58.8766,9.142374094,0.083195,0.260898,0.104609,0.254594,0.031719,0.216094,0,0.005645,0,0.030867
16627,asphalt,yes,0,105.7340195,22.3358668,114.1493285,tertiary,"Sham Shui Po
",17,136,17,0,284,19,1016,805.8656508,206.5619928,351279.2023,19100,2483,22531.3781,2.2473,54.795,4.835193905,0.124258,0.26218,0.073391,0.024906,0.125156,0.318574,0,0.009211,0,0.000121
16691,concrete,yes,0,308.0107031,22.327478,114.1618688,primary,"Sham Shui Po
",17,237,256,20,756,46,2737,823.828729,362.2917468,370825.0751,10595,1377.35,22645.3045,2.2136,53.0231,4.942972374,0.052266,0.399746,0.003207,0,0,0.504078,0,0.004691,0,0
16711,concrete,0,0,245.7830028,22.33478889,114.173708,tertiary,"Sham Shui Po
",17,172,61,5,334,26,1651,1751.877616,333.6168297,446752.4304,23450,3048.5,24655.496,2.272,57.7024,10.5112657,0.199422,0.245426,0.044875,0.098688,0,0.358871,0,0.00075,0,0.036938
16826,concrete,yes,0,219.869967,22.32715683,114.1615814,secondary,"Sham Shui Po
",17,237,259,20,761,44,2587,831.7541864,403.2169232,370493.8577,10595,1377.35,22636.8356,2.21,53.0145,4.990525119,0.059699,0.368297,0.010176,0.016797,5.50E-05,0.470793,0,0.001871,0,0.001289
17058,asphalt,yes,0,78.53872586,22.39584972,113.977175,residential,"Tuen Mun
",18,70,1,2,104,19,1730,15227.90705,444.9281225,318054.1758,10766.66667,1399.666667,15500,2.1613,47.6293,91.36744231,0.100961,0.105758,0.078992,0.016898,0,0.467043,0,0,0,0
17185,0,yes,0,13.84379852,22.39516,113.9734655,residential,"Tuen Mun
",18,75,1,2,112,18,1470,15587.89592,64.05636036,325296.6817,16326.66667,2122.466667,15312.5,2.1562,47.3834,93.52737553,0.010246,0.198984,0.028418,0,0,0.570793,0,0.008617,0.018066,0.034555
17278,0,yes,0,71.68359423,22.37536207,113.9981498,tertiary,"Tuen Mun
",18,28,0,1,54,0,0,12787.58226,3363.52554,5590.131192,8033.333333,1044.333333,15828.5714,2.0952,55.8789,76.72549354,0.096934,0.251523,0,0.404215,0.005133,0.100426,0.003551,0.048324,0.033383,0.052316
17351,asphalt,yes,0,143.7167331,22.4049149,113.979139,secondary,"Tuen Mun
",18,74,2,2,88,14,807,15263.07221,788.8471177,255781.3704,11525,1498.25,15343.75,2.1875,48.2196,91.57843328,0.081352,0.217859,0.027594,0.349059,0.000887,0.074484,5.90E-05,0,0.039695,0.161004
17436,asphalt,0,0,240.9295053,22.37540188,113.9678889,residential,"Tuen Mun
",18,46,1,0,51,3,393,15899.98557,2207.699581,161444.1888,11800,1534,12605,2.1,46.3121,95.39991344,0.094723,0.222445,0.096719,0.011164,0.000445,0.460762,0,0.000426,0.009117,0.095379
17468,asphalt,0,0,54.64383721,22.3832206,113.9710946,residential,"Tuen Mun
",18,79,0,0,82,8,1017,15636.05809,1293.049707,321391.2236,13466.66667,1750.666667,15201.7857,2.0357,46.7037,93.81634855,0.024949,0.35227,0.035168,0.039559,0.003172,0.421758,0.007371,0.012496,0.007516,0.003637
17683,asphalt,0,0,73.38771767,22.4094306,113.9684401,residential,"Tuen Mun
",18,58,2,0,52,11,677,16458.63809,1049.768376,138156.9918,9500,1235,13253.8462,2.3077,47.0089,98.75182853,0.025699,0.253031,0.072543,0.193875,0.002566,0.222957,0.01541,0.006898,0.110414,0.06766
17708,concrete,0,0,72.03955647,22.39837051,113.9721803,residential,"Tuen Mun
",18,77,3,2,110,17,1086,15788.28007,408.9743928,311474.7555,13250,1722.5,15520.6897,2.1379,47.7297,94.72968044,0.12152,0.305613,0.020906,0.197762,0,0.273797,0,0.01682,0,0.008652
17750,asphalt,yes,0,13.28543873,22.3958434,113.9744957,tertiary,"Tuen Mun
",18,74,1,2,108,18,1470,15498.28872,193.9212734,325296.6817,15641.17647,2033.352941,15400,2.1,46.9718,92.98973234,0.057742,0.383016,0.01166,0.001266,0.00052,0.499535,0,0.001195,0,0.004168
17776,0,0,0,165.4573693,22.3863208,113.9799519,residential,"Tuen Mun
",18,57,0,2,78,9,1041,14770.83267,1176.195434,166783.4251,10800,1404,16250,2.0769,48.842,88.62499603,0.046117,0.262691,0.08973,0.191473,0.042938,0.337672,0,0,0,0.007613
17777,paved,0,0,14.62771269,22.39684169,113.9730576,cycleway,"Tuen Mun
",18,74,2,2,107,16,1222,15665.26568,230.5595489,318054.1758,16671.42857,2167.285714,15586.2069,2.1034,47.3068,93.99159411,0.209047,0.309203,0.001625,0.00218,0,0.354902,0,0.066926,0,0.040695
17788,0,0,0,111.5961941,22.4028579,113.9790747,residential,"Tuen Mun
",18,82,2,2,93,12,756,15211.03846,1014.883476,263987.1438,11525,1498.25,15343.75,2.1875,48.2196,91.26623076,0.08793,0.204793,0.010641,0.097625,0.000285,0.106516,0,0.003453,9.00E-05,0.024559
17921,0,yes,0,326.9685127,22.36873949,113.9957114,primary,"Tuen Mun
",18,28,0,1,47,0,0,13016.61383,3710.132224,5590.131192,15800,2054,15828.5714,2.0952,55.8789,78.09968297,0.190531,0.348469,0.005391,0.115797,0.016711,0.17491,0.000676,0.011012,0.00943,0.056762
17923,asphalt,yes,0,310.2896191,22.3947065,113.9764127,trunk_link,"Tuen Mun
",18,72,1,2,113,19,1730,15280.38985,349.8058445,292998.3496,10575,1374.75,15500,2.1613,47.6293,91.68233912,0.168043,0.40734,0.005227,0.051594,0.000207,0.332836,0,0.007207,0,0.019344
17929,asphalt,0,0,92.76502304,22.38322732,113.9719818,residential,"Tuen Mun
",18,79,0,1,86,8,1017,15545.26394,1281.509357,246698.8161,13466.66667,1750.666667,15201.7857,2.0357,46.7037,93.27158365,0.124727,0.283059,0.08018,0.164723,0.067914,0.089465,0.000219,0.051457,0.000844,0.004301
17963,asphalt,yes,0,257.1430509,22.3726181,113.9683814,tertiary,"Tuen Mun
",18,34,1,0,47,2,177,15837.66129,2497.915731,155058.493,10000,1300,12894.4444,2.1111,47.3186,95.02596772,0.056559,0.391641,0.039438,0.031465,0.00034,0.468801,0.000926,0,0,0.005211
